"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"38245",39,"blue-collar","divorced","secondary","yes",-202,"yes","yes","cellular",15,"may",157,4,-1,0,"unknown","no"
"29449",29,"technician","single","tertiary","no",1669,"no","no","cellular",3,"feb",297,1,-1,0,"unknown","yes"
"25727",34,"management","divorced","tertiary","no",27,"no","yes","cellular",19,"nov",190,1,-1,0,"unknown","no"
"19082",38,"management","single","tertiary","no",1637,"no","yes","cellular",5,"aug",231,1,-1,0,"unknown","no"
"7567",58,"retired","married","secondary","no",987,"yes","no","unknown",30,"may",555,1,-1,0,"unknown","no"
"15042",35,"housemaid","married","primary","no",113,"yes","no","cellular",17,"jul",923,2,-1,0,"unknown","yes"
"42836",30,"student","single","unknown","no",4468,"no","no","cellular",2,"feb",204,1,-1,0,"unknown","yes"
"44843",31,"student","single","secondary","no",0,"no","no","cellular",22,"sep",173,1,-1,0,"unknown","no"
"30426",47,"technician","single","secondary","no",58,"no","no","telephone",5,"feb",33,1,-1,0,"unknown","no"
"1615",34,"blue-collar","married","primary","no",365,"yes","no","unknown",9,"may",85,2,-1,0,"unknown","no"
"29379",35,"management","married","tertiary","no",194,"no","no","cellular",2,"feb",56,2,-1,0,"unknown","no"
"24045",36,"self-employed","single","tertiary","no",-103,"yes","yes","telephone",17,"oct",3253,1,-1,0,"unknown","yes"
"36914",46,"admin.","divorced","secondary","no",984,"yes","no","cellular",12,"may",181,4,369,5,"failure","no"
"23450",33,"technician","married","tertiary","no",0,"yes","yes","cellular",28,"aug",94,6,-1,0,"unknown","no"
"22734",56,"management","single","tertiary","no",3694,"no","no","cellular",25,"aug",57,4,-1,0,"unknown","no"
"28521",29,"management","married","tertiary","no",266,"yes","no","cellular",29,"jan",103,2,-1,0,"unknown","no"
"30177",69,"management","married","tertiary","no",840,"no","no","telephone",5,"feb",128,3,-1,0,"unknown","yes"
"39407",43,"services","married","secondary","no",2145,"no","no","cellular",22,"may",271,1,183,3,"failure","yes"
"43256",33,"management","married","tertiary","no",0,"yes","no","cellular",9,"mar",305,1,326,1,"success","yes"
"5222",37,"technician","single","secondary","no",363,"yes","no","unknown",23,"may",110,3,-1,0,"unknown","no"
"5619",32,"blue-collar","married","secondary","no",523,"yes","no","unknown",23,"may",116,5,-1,0,"unknown","no"
"8756",29,"services","single","secondary","no",-271,"yes","no","unknown",4,"jun",578,1,-1,0,"unknown","yes"
"36179",48,"services","divorced","secondary","no",457,"yes","no","cellular",11,"may",199,1,326,5,"other","no"
"20048",31,"technician","single","secondary","no",2846,"no","no","cellular",8,"aug",174,3,-1,0,"unknown","no"
"1982",45,"management","single","tertiary","no",5694,"yes","no","unknown",9,"may",214,2,-1,0,"unknown","no"
"32221",57,"blue-collar","divorced","primary","no",5041,"yes","no","cellular",16,"apr",284,1,336,1,"failure","no"
"44912",67,"retired","married","primary","no",4416,"no","no","cellular",29,"sep",245,3,-1,0,"unknown","yes"
"22941",37,"technician","married","secondary","no",1578,"no","yes","cellular",26,"aug",85,6,-1,0,"unknown","no"
"7358",45,"blue-collar","married","primary","no",19,"yes","no","unknown",29,"may",33,2,-1,0,"unknown","no"
"21916",37,"technician","married","secondary","no",-318,"no","no","cellular",20,"aug",25,20,-1,0,"unknown","no"
"41398",63,"retired","married","secondary","no",4752,"no","no","cellular",2,"sep",233,2,-1,0,"unknown","yes"
"14602",46,"technician","married","secondary","no",1590,"yes","no","cellular",15,"jul",59,2,-1,0,"unknown","no"
"43489",36,"management","married","tertiary","no",-115,"yes","no","cellular",16,"apr",297,4,182,2,"other","yes"
"41863",44,"technician","single","tertiary","no",643,"no","no","cellular",16,"oct",324,1,143,3,"failure","yes"
"10094",37,"management","married","primary","no",1959,"no","no","unknown",11,"jun",439,1,-1,0,"unknown","no"
"7731",45,"blue-collar","married","secondary","no",159,"yes","yes","unknown",30,"may",251,2,-1,0,"unknown","no"
"8064",36,"technician","single","secondary","no",1614,"yes","no","unknown",2,"jun",164,1,-1,0,"unknown","no"
"22951",35,"management","single","tertiary","no",714,"yes","no","cellular",26,"aug",135,22,-1,0,"unknown","no"
"41369",30,"blue-collar","married","primary","no",201,"yes","no","cellular",31,"aug",219,1,157,12,"failure","yes"
"36091",39,"admin.","single","unknown","no",0,"yes","no","cellular",11,"may",62,1,-1,0,"unknown","no"
"1559",39,"management","married","tertiary","no",429,"yes","no","unknown",8,"may",272,4,-1,0,"unknown","no"
"8966",55,"unknown","married","tertiary","no",0,"no","no","unknown",5,"jun",38,1,-1,0,"unknown","no"
"5294",32,"management","single","tertiary","no",3050,"yes","no","unknown",23,"may",298,1,-1,0,"unknown","no"
"34047",52,"self-employed","married","tertiary","no",6657,"no","no","telephone",30,"apr",917,1,-1,0,"unknown","yes"
"15288",54,"technician","single","tertiary","no",467,"yes","no","cellular",18,"jul",674,3,-1,0,"unknown","yes"
"5992",33,"admin.","single","secondary","no",4436,"yes","no","unknown",26,"may",81,6,-1,0,"unknown","no"
"2388",24,"services","single","secondary","yes",-122,"yes","no","unknown",13,"may",1000,1,-1,0,"unknown","yes"
"39301",31,"blue-collar","single","primary","no",342,"yes","no","cellular",18,"may",284,2,-1,0,"unknown","no"
"16638",38,"entrepreneur","married","secondary","no",593,"yes","yes","cellular",24,"jul",1484,24,-1,0,"unknown","yes"
"40426",37,"management","married","primary","no",22856,"no","no","cellular",2,"jul",154,1,388,1,"failure","no"
"32409",29,"technician","single","tertiary","no",828,"yes","no","cellular",16,"apr",215,3,321,3,"other","no"
"11746",43,"management","married","unknown","no",0,"no","no","unknown",20,"jun",273,1,-1,0,"unknown","no"
"26702",32,"admin.","married","tertiary","no",233,"yes","no","cellular",20,"nov",102,4,-1,0,"unknown","no"
"35106",53,"blue-collar","married","secondary","no",-71,"yes","no","cellular",6,"may",91,3,-1,0,"unknown","no"
"31255",60,"retired","married","secondary","no",404,"no","no","cellular",5,"mar",308,2,196,2,"failure","yes"
"22128",56,"technician","married","tertiary","no",73,"no","no","cellular",21,"aug",644,4,-1,0,"unknown","yes"
"41740",29,"admin.","single","secondary","no",3528,"no","no","cellular",8,"oct",137,1,-1,0,"unknown","yes"
"41951",55,"services","married","secondary","no",0,"no","no","cellular",22,"oct",102,1,106,1,"failure","no"
"18290",35,"technician","single","secondary","no",161,"yes","yes","cellular",31,"jul",175,4,-1,0,"unknown","no"
"40749",65,"unemployed","married","tertiary","no",0,"no","no","cellular",10,"aug",465,1,-1,0,"unknown","no"
"41914",53,"housemaid","married","primary","no",2581,"no","no","cellular",21,"oct",828,1,189,1,"failure","yes"
"6686",31,"blue-collar","married","secondary","no",298,"yes","no","unknown",28,"may",154,3,-1,0,"unknown","no"
"14644",51,"services","divorced","secondary","no",65,"no","yes","cellular",15,"jul",881,1,-1,0,"unknown","yes"
"1422",34,"management","married","tertiary","no",1601,"yes","no","unknown",8,"may",650,2,-1,0,"unknown","no"
"40841",42,"blue-collar","married","secondary","no",413,"yes","no","cellular",11,"aug",589,2,-1,0,"unknown","yes"
"31148",48,"management","married","tertiary","no",1808,"yes","no","cellular",26,"feb",245,1,-1,0,"unknown","yes"
"25376",41,"management","married","secondary","no",1471,"yes","no","cellular",18,"nov",233,2,-1,0,"unknown","no"
"43436",36,"technician","single","secondary","no",12264,"no","no","cellular",12,"apr",158,2,-1,0,"unknown","yes"
"21867",52,"technician","divorced","secondary","no",511,"no","yes","cellular",20,"aug",98,4,-1,0,"unknown","no"
"40700",72,"retired","married","tertiary","no",2,"no","no","cellular",7,"aug",147,2,-1,0,"unknown","yes"
"30879",48,"management","married","tertiary","yes",0,"no","yes","cellular",9,"feb",18,8,-1,0,"unknown","no"
"22140",47,"management","single","tertiary","no",0,"no","no","cellular",21,"aug",136,2,-1,0,"unknown","no"
"10543",42,"entrepreneur","single","unknown","no",323,"no","no","unknown",16,"jun",617,1,-1,0,"unknown","yes"
"37171",27,"blue-collar","divorced","secondary","no",0,"yes","no","telephone",13,"may",363,1,359,3,"failure","no"
"39451",32,"admin.","married","secondary","no",31,"no","no","cellular",25,"may",101,1,-1,0,"unknown","no"
"12484",33,"admin.","married","tertiary","no",205,"no","no","unknown",1,"jul",156,2,-1,0,"unknown","no"
"42236",29,"management","single","tertiary","no",1026,"no","no","cellular",12,"nov",226,1,92,1,"other","yes"
"37920",31,"blue-collar","single","secondary","no",953,"yes","no","cellular",14,"may",479,1,346,2,"success","yes"
"42576",20,"student","single","unknown","no",755,"no","no","cellular",29,"dec",284,1,-1,0,"unknown","yes"
"39421",46,"admin.","single","secondary","no",533,"no","no","cellular",22,"may",71,1,-1,0,"unknown","no"
"3491",27,"services","married","secondary","no",94,"yes","no","unknown",15,"may",352,2,-1,0,"unknown","no"
"6733",27,"blue-collar","single","secondary","no",1401,"yes","no","unknown",28,"may",392,1,-1,0,"unknown","no"
"42545",35,"management","single","tertiary","no",538,"no","no","cellular",22,"dec",410,3,165,2,"other","yes"
"3606",53,"technician","married","secondary","no",4541,"yes","no","unknown",15,"may",190,6,-1,0,"unknown","no"
"21548",56,"retired","married","secondary","no",20,"no","yes","cellular",19,"aug",153,3,-1,0,"unknown","no"
"14547",53,"management","divorced","secondary","no",425,"no","no","cellular",15,"jul",416,3,-1,0,"unknown","no"
"40595",28,"management","single","tertiary","no",5474,"no","no","cellular",28,"jul",486,5,-1,0,"unknown","yes"
"18823",50,"unemployed","single","secondary","no",588,"no","no","cellular",31,"jul",649,3,-1,0,"unknown","no"
"28552",49,"unemployed","married","primary","no",518,"no","no","cellular",29,"jan",1917,2,-1,0,"unknown","yes"
"40864",21,"student","single","secondary","no",123,"no","no","telephone",12,"aug",449,1,-1,0,"unknown","yes"
"28987",42,"admin.","divorced","secondary","no",814,"yes","no","cellular",2,"feb",326,5,-1,0,"unknown","no"
"21852",53,"management","married","tertiary","no",15,"no","no","cellular",20,"aug",921,2,-1,0,"unknown","yes"
"3716",53,"unemployed","married","secondary","no",76,"yes","yes","unknown",16,"may",283,1,-1,0,"unknown","no"
"43415",34,"admin.","divorced","secondary","no",961,"no","no","cellular",5,"apr",137,2,430,2,"failure","no"
"43423",33,"self-employed","single","tertiary","no",562,"yes","yes","cellular",6,"apr",196,1,363,1,"failure","yes"
"6616",42,"services","married","secondary","no",-262,"no","no","unknown",28,"may",114,3,-1,0,"unknown","no"
"18438",55,"housemaid","divorced","primary","no",77,"no","no","cellular",31,"jul",463,6,-1,0,"unknown","yes"
"18072",43,"self-employed","divorced","primary","no",0,"no","no","cellular",30,"jul",266,6,-1,0,"unknown","no"
"31340",60,"technician","married","secondary","no",1740,"no","no","cellular",13,"mar",296,2,-1,0,"unknown","yes"
"44152",79,"retired","divorced","primary","no",2787,"no","no","telephone",13,"jul",617,1,377,1,"success","yes"
"1623",32,"blue-collar","married","secondary","no",536,"yes","no","unknown",9,"may",208,2,-1,0,"unknown","no"
"17370",56,"technician","married","secondary","no",76,"yes","no","cellular",28,"jul",93,3,-1,0,"unknown","no"
"13603",39,"blue-collar","married","primary","no",-176,"no","no","cellular",9,"jul",176,1,-1,0,"unknown","no"
"31350",68,"retired","single","unknown","no",518,"no","no","cellular",17,"mar",74,1,-1,0,"unknown","no"
"31209",55,"technician","married","secondary","no",0,"yes","yes","cellular",2,"mar",116,1,-1,0,"unknown","yes"
"32168",27,"technician","single","secondary","no",439,"yes","no","cellular",15,"apr",1038,2,-1,0,"unknown","yes"
"40719",34,"management","married","tertiary","no",0,"yes","no","cellular",7,"aug",262,1,99,2,"success","yes"
"38386",38,"admin.","married","secondary","no",257,"yes","no","cellular",15,"may",10,5,-1,0,"unknown","no"
"38889",24,"services","single","secondary","no",258,"yes","no","cellular",18,"may",248,1,-1,0,"unknown","no"
"23581",30,"technician","single","tertiary","no",0,"no","no","cellular",28,"aug",20,19,-1,0,"unknown","no"
"9366",35,"management","single","secondary","no",0,"no","no","unknown",6,"jun",19,1,-1,0,"unknown","no"
"29974",51,"housemaid","married","primary","no",618,"yes","yes","cellular",4,"feb",69,1,-1,0,"unknown","no"
"17696",41,"unemployed","married","secondary","no",274,"yes","no","cellular",29,"jul",207,4,-1,0,"unknown","no"
"34946",27,"technician","single","secondary","no",2,"yes","yes","cellular",6,"may",554,2,356,1,"failure","yes"
"14624",42,"blue-collar","married","secondary","no",1,"no","no","cellular",15,"jul",462,1,-1,0,"unknown","no"
"25122",30,"management","single","tertiary","no",12569,"no","no","cellular",18,"nov",87,1,-1,0,"unknown","no"
"3925",43,"technician","married","secondary","no",17,"yes","no","unknown",16,"may",353,4,-1,0,"unknown","no"
"44328",64,"retired","married","secondary","no",1574,"no","no","telephone",29,"jul",301,3,-1,0,"unknown","yes"
"40305",20,"student","single","unknown","no",457,"no","no","cellular",16,"jun",214,1,-1,0,"unknown","no"
"7795",28,"management","single","tertiary","no",0,"yes","no","unknown",30,"may",224,4,-1,0,"unknown","no"
"44552",67,"housemaid","divorced","secondary","no",5275,"no","no","cellular",13,"aug",222,4,-1,0,"unknown","yes"
"26498",32,"management","single","tertiary","no",999,"yes","no","cellular",20,"nov",50,1,-1,0,"unknown","no"
"40422",42,"entrepreneur","married","secondary","no",2959,"yes","no","telephone",2,"jul",711,1,342,1,"failure","yes"
"1857",53,"blue-collar","married","secondary","no",-135,"yes","no","unknown",9,"may",193,2,-1,0,"unknown","no"
"33289",35,"management","single","tertiary","no",62,"yes","no","cellular",20,"apr",213,3,-1,0,"unknown","yes"
"3136",43,"technician","single","secondary","no",28,"yes","no","unknown",14,"may",2241,4,-1,0,"unknown","no"
"35598",53,"blue-collar","married","secondary","no",0,"yes","no","cellular",7,"may",407,2,-1,0,"unknown","no"
"3372",40,"services","married","primary","no",-9,"yes","no","unknown",15,"may",920,2,-1,0,"unknown","yes"
"8096",37,"blue-collar","married","primary","no",1720,"yes","no","unknown",2,"jun",118,1,-1,0,"unknown","no"
"18181",47,"management","married","tertiary","no",337,"no","no","telephone",30,"jul",300,5,-1,0,"unknown","no"
"18593",38,"technician","married","secondary","no",2398,"yes","yes","cellular",31,"jul",18,33,-1,0,"unknown","no"
"34632",33,"technician","divorced","secondary","no",1480,"yes","no","cellular",5,"may",223,1,-1,0,"unknown","no"
"33993",38,"technician","single","tertiary","no",1101,"no","no","cellular",30,"apr",800,1,-1,0,"unknown","yes"
"42052",45,"admin.","divorced","secondary","no",0,"no","no","cellular",29,"oct",264,1,-1,0,"unknown","yes"
"42543",60,"admin.","married","secondary","no",3735,"no","no","cellular",22,"dec",190,1,188,9,"success","yes"
"11523",40,"services","married","primary","no",2469,"no","yes","unknown",19,"jun",202,2,-1,0,"unknown","no"
"29993",30,"technician","single","secondary","no",865,"no","no","cellular",4,"feb",114,1,-1,0,"unknown","no"
"14403",31,"management","married","tertiary","yes",0,"no","no","cellular",14,"jul",118,4,-1,0,"unknown","no"
"44351",64,"retired","married","primary","no",12067,"no","no","telephone",30,"jul",367,2,92,2,"success","yes"
"21652",44,"technician","married","secondary","no",1127,"yes","no","cellular",19,"aug",82,8,-1,0,"unknown","no"
"4008",32,"blue-collar","married","primary","no",217,"yes","no","unknown",16,"may",169,3,-1,0,"unknown","no"
"35205",35,"blue-collar","married","secondary","no",0,"yes","no","cellular",7,"may",19,1,360,2,"failure","no"
"43268",46,"management","divorced","tertiary","no",461,"no","no","cellular",10,"mar",127,1,70,2,"success","no"
"15398",33,"technician","single","tertiary","no",81,"no","no","cellular",18,"jul",287,1,-1,0,"unknown","no"
"38728",38,"admin.","married","secondary","no",1949,"yes","no","cellular",15,"may",157,3,-1,0,"unknown","no"
"39527",27,"technician","single","tertiary","no",11862,"no","no","telephone",25,"may",281,5,101,1,"success","no"
"20172",34,"management","married","tertiary","no",5665,"no","no","cellular",11,"aug",72,4,-1,0,"unknown","no"
"25080",35,"management","married","secondary","no",53,"yes","no","cellular",18,"nov",378,1,-1,0,"unknown","no"
"33358",55,"blue-collar","divorced","secondary","no",462,"yes","no","cellular",20,"apr",157,1,332,3,"failure","no"
"9335",41,"services","married","secondary","no",-140,"no","yes","unknown",6,"jun",190,1,-1,0,"unknown","no"
"38739",26,"services","married","secondary","no",0,"yes","no","cellular",18,"may",130,4,-1,0,"unknown","no"
"7994",48,"blue-collar","divorced","primary","no",323,"no","no","unknown",2,"jun",230,2,-1,0,"unknown","no"
"41456",63,"retired","married","tertiary","no",1795,"no","no","cellular",7,"sep",219,1,-1,0,"unknown","yes"
"21847",39,"management","married","tertiary","no",51,"no","no","cellular",20,"aug",140,2,-1,0,"unknown","no"
"31416",36,"management","married","secondary","no",565,"no","no","cellular",27,"mar",300,1,-1,0,"unknown","yes"
"41918",27,"student","single","tertiary","no",1134,"no","no","cellular",21,"oct",825,1,183,4,"success","yes"
"40573",32,"management","single","tertiary","no",1017,"no","no","cellular",15,"jul",166,7,163,1,"failure","no"
"43420",50,"unemployed","married","tertiary","no",377,"no","no","cellular",6,"apr",283,1,319,3,"failure","no"
"42371",27,"blue-collar","single","tertiary","no",567,"no","no","cellular",25,"nov",238,2,184,1,"success","yes"
"35016",32,"technician","married","secondary","no",-360,"yes","no","cellular",6,"may",131,2,344,2,"failure","no"
"24292",57,"admin.","married","primary","no",1694,"yes","no","telephone",17,"nov",378,1,-1,0,"unknown","no"
"34593",40,"blue-collar","married","secondary","no",617,"yes","no","cellular",5,"may",257,1,-1,0,"unknown","no"
"39866",26,"technician","married","secondary","no",915,"no","no","cellular",2,"jun",384,1,-1,0,"unknown","yes"
"5163",38,"blue-collar","married","secondary","no",622,"yes","no","unknown",21,"may",611,2,-1,0,"unknown","yes"
"3116",46,"technician","married","secondary","no",1465,"yes","no","unknown",14,"may",86,2,-1,0,"unknown","no"
"38116",39,"services","single","secondary","no",7066,"yes","no","cellular",15,"may",667,3,357,3,"other","yes"
"43507",38,"blue-collar","divorced","secondary","no",0,"yes","no","telephone",20,"apr",162,1,181,5,"success","yes"
"31476",32,"services","single","tertiary","no",1743,"yes","no","cellular",1,"apr",1156,1,261,3,"other","no"
"41160",43,"admin.","married","secondary","no",132,"no","no","cellular",19,"aug",574,1,84,3,"success","yes"
"18855",46,"management","married","secondary","no",231,"no","yes","cellular",4,"aug",243,1,-1,0,"unknown","no"
"30761",27,"blue-collar","married","secondary","no",1024,"no","no","cellular",6,"feb",280,6,-1,0,"unknown","no"
"13837",32,"blue-collar","divorced","secondary","no",107,"yes","yes","cellular",10,"jul",120,1,-1,0,"unknown","no"
"8689",49,"blue-collar","married","primary","no",387,"yes","yes","unknown",3,"jun",67,5,-1,0,"unknown","no"
"40798",33,"entrepreneur","married","unknown","no",73,"yes","no","cellular",11,"aug",156,1,263,2,"failure","no"
"19584",42,"self-employed","married","tertiary","no",-1781,"yes","yes","cellular",7,"aug",197,2,-1,0,"unknown","no"
"8773",36,"management","divorced","tertiary","no",3611,"yes","no","unknown",4,"jun",347,3,-1,0,"unknown","no"
"25441",51,"technician","divorced","secondary","no",5964,"yes","no","cellular",18,"nov",577,4,-1,0,"unknown","no"
"37738",30,"blue-collar","married","secondary","no",15,"yes","yes","cellular",14,"may",524,1,370,2,"failure","no"
"22235",56,"admin.","married","secondary","no",1694,"no","no","cellular",21,"aug",793,10,-1,0,"unknown","yes"
"22680",43,"technician","married","secondary","no",136,"no","no","cellular",25,"aug",363,7,-1,0,"unknown","yes"
"26765",37,"unemployed","married","primary","no",3051,"yes","no","cellular",20,"nov",303,4,-1,0,"unknown","no"
"39488",24,"blue-collar","single","secondary","no",167,"no","yes","cellular",25,"may",288,1,96,2,"success","yes"
"16258",41,"technician","married","secondary","no",0,"no","yes","cellular",23,"jul",107,1,-1,0,"unknown","no"
"42359",39,"technician","married","secondary","no",1820,"no","no","cellular",25,"nov",103,1,-1,0,"unknown","no"
"27777",53,"unemployed","single","secondary","no",6248,"no","no","cellular",28,"jan",885,1,-1,0,"unknown","no"
"7472",29,"blue-collar","single","secondary","no",0,"yes","no","unknown",29,"may",106,4,-1,0,"unknown","no"
"34362",24,"student","single","secondary","no",387,"no","no","telephone",4,"may",340,8,-1,0,"unknown","yes"
"41057",36,"management","married","primary","no",1506,"no","no","cellular",14,"aug",326,3,-1,0,"unknown","yes"
"31007",34,"admin.","married","secondary","no",0,"yes","no","cellular",10,"feb",97,1,85,1,"failure","yes"
"10235",39,"self-employed","married","tertiary","no",0,"no","no","unknown",11,"jun",904,4,-1,0,"unknown","no"
"29589",36,"management","married","tertiary","no",1582,"no","no","telephone",3,"feb",26,2,197,1,"failure","no"
"12731",54,"blue-collar","divorced","secondary","no",1613,"yes","no","cellular",7,"jul",128,3,-1,0,"unknown","no"
"43343",27,"management","single","tertiary","no",6791,"no","no","telephone",22,"mar",174,2,229,28,"success","no"
"27560",52,"blue-collar","married","secondary","no",580,"no","no","cellular",21,"nov",965,2,-1,0,"unknown","yes"
"3389",43,"technician","single","secondary","no",293,"yes","no","unknown",15,"may",49,1,-1,0,"unknown","no"
"14805",56,"management","divorced","tertiary","no",-563,"no","no","cellular",16,"jul",79,1,-1,0,"unknown","no"
"40818",32,"management","single","tertiary","no",131,"yes","no","cellular",11,"aug",112,1,81,1,"other","no"
"44789",75,"retired","married","primary","no",1765,"no","no","telephone",14,"sep",808,1,187,4,"failure","yes"
"20737",31,"entrepreneur","single","tertiary","yes",-405,"yes","yes","cellular",13,"aug",703,2,-1,0,"unknown","yes"
"12246",49,"unknown","married","secondary","no",4846,"no","no","unknown",20,"jun",638,9,-1,0,"unknown","no"
"5677",43,"entrepreneur","single","tertiary","no",0,"yes","no","unknown",26,"may",142,3,-1,0,"unknown","no"
"39445",38,"housemaid","married","secondary","no",110,"no","no","cellular",25,"may",167,1,-1,0,"unknown","no"
"44818",26,"student","single","secondary","no",655,"no","no","cellular",16,"sep",190,1,-1,0,"unknown","yes"
"21113",33,"technician","single","tertiary","no",3255,"no","no","telephone",14,"aug",214,4,-1,0,"unknown","no"
"27314",32,"management","married","tertiary","no",2737,"yes","yes","cellular",21,"nov",44,4,182,1,"failure","no"
"20838",33,"management","married","tertiary","no",728,"yes","no","cellular",13,"aug",275,5,-1,0,"unknown","no"
"34375",36,"services","single","secondary","no",1227,"yes","yes","cellular",4,"may",775,5,341,3,"failure","yes"
"32030",59,"technician","married","secondary","no",0,"yes","no","cellular",14,"apr",145,1,-1,0,"unknown","no"
"7298",45,"admin.","married","primary","no",895,"yes","no","unknown",29,"may",480,2,-1,0,"unknown","no"
"44336",36,"services","married","secondary","no",11650,"yes","no","telephone",29,"jul",268,1,-1,0,"unknown","yes"
"20378",38,"services","single","secondary","no",9609,"yes","no","cellular",11,"aug",1687,9,-1,0,"unknown","no"
"39652",21,"admin.","single","secondary","no",524,"no","no","cellular",26,"may",185,1,-1,0,"unknown","yes"
"13511",31,"admin.","single","secondary","no",1,"no","no","cellular",9,"jul",236,1,-1,0,"unknown","no"
"10291",46,"blue-collar","married","primary","no",642,"no","no","unknown",12,"jun",110,4,-1,0,"unknown","no"
"33572",40,"management","married","tertiary","no",384,"no","no","cellular",20,"apr",200,3,327,2,"failure","no"
"41686",39,"admin.","married","secondary","no",26233,"no","no","cellular",2,"oct",462,1,-1,0,"unknown","no"
"16380",49,"admin.","divorced","secondary","yes",2405,"yes","no","cellular",23,"jul",216,8,-1,0,"unknown","no"
"4032",41,"technician","married","primary","no",141,"yes","no","unknown",16,"may",299,4,-1,0,"unknown","no"
"42131",52,"admin.","single","secondary","no",2398,"yes","no","cellular",3,"nov",412,1,-1,0,"unknown","yes"
"43671",44,"services","single","secondary","no",618,"no","no","cellular",12,"may",193,1,-1,0,"unknown","yes"
"41812",64,"retired","married","tertiary","no",2139,"no","no","cellular",14,"oct",632,2,-1,0,"unknown","no"
"11409",55,"services","married","secondary","no",477,"no","no","unknown",19,"jun",170,1,-1,0,"unknown","no"
"24661",50,"management","divorced","tertiary","no",299,"no","no","cellular",17,"nov",666,3,-1,0,"unknown","no"
"16812",28,"services","single","secondary","no",340,"yes","no","cellular",24,"jul",821,2,-1,0,"unknown","yes"
"1639",27,"admin.","single","unknown","no",230,"yes","no","unknown",9,"may",371,1,-1,0,"unknown","no"
"32068",33,"blue-collar","single","secondary","no",1254,"yes","no","cellular",14,"apr",584,1,-1,0,"unknown","no"
"954",37,"management","married","tertiary","no",115,"no","no","unknown",7,"may",36,1,-1,0,"unknown","no"
"43155",74,"retired","married","primary","no",1413,"no","no","cellular",25,"feb",385,2,-1,0,"unknown","yes"
"44332",61,"admin.","married","unknown","no",4629,"yes","no","cellular",29,"jul",349,3,183,2,"success","yes"
"30670",50,"management","married","tertiary","no",346,"no","no","cellular",6,"feb",178,1,-1,0,"unknown","yes"
"30514",36,"blue-collar","single","secondary","no",0,"yes","no","cellular",5,"feb",569,2,-1,0,"unknown","no"
"12421",37,"technician","divorced","secondary","no",1309,"no","yes","unknown",30,"jun",124,2,-1,0,"unknown","no"
"14365",34,"entrepreneur","married","tertiary","no",146,"yes","no","cellular",14,"jul",788,2,-1,0,"unknown","yes"
"38862",30,"admin.","single","secondary","no",1450,"yes","no","cellular",18,"may",298,1,355,1,"failure","no"
"41129",70,"management","married","tertiary","no",10171,"no","no","cellular",18,"aug",65,2,-1,0,"unknown","no"
"36334",38,"blue-collar","married","primary","no",759,"yes","no","cellular",11,"may",57,1,-1,0,"unknown","no"
"5775",33,"services","single","tertiary","no",1595,"yes","no","unknown",26,"may",296,1,-1,0,"unknown","no"
"1578",40,"admin.","married","secondary","no",523,"yes","yes","unknown",8,"may",598,3,-1,0,"unknown","no"
"183",35,"services","married","secondary","no",59,"yes","no","unknown",5,"may",1077,1,-1,0,"unknown","no"
"42597",40,"admin.","divorced","secondary","no",212,"no","no","unknown",7,"jan",176,1,-1,0,"unknown","no"
"35079",35,"management","married","tertiary","no",991,"yes","no","cellular",6,"may",1489,3,-1,0,"unknown","yes"
"40260",25,"admin.","single","tertiary","no",1185,"no","no","cellular",15,"jun",135,1,-1,0,"unknown","no"
"1566",31,"unemployed","married","primary","no",309,"yes","no","unknown",8,"may",104,3,-1,0,"unknown","no"
"29213",43,"technician","single","secondary","no",257,"yes","no","cellular",2,"feb",64,2,-1,0,"unknown","no"
"26215",49,"management","married","tertiary","no",852,"yes","no","cellular",20,"nov",408,1,-1,0,"unknown","no"
"1154",54,"technician","divorced","secondary","no",1904,"yes","yes","unknown",7,"may",280,3,-1,0,"unknown","no"
"43357",57,"management","married","tertiary","no",10583,"no","no","cellular",25,"mar",272,1,178,6,"success","yes"
"31497",54,"management","divorced","tertiary","no",5399,"no","yes","cellular",2,"apr",80,3,-1,0,"unknown","no"
"16176",25,"admin.","married","secondary","no",7,"yes","yes","cellular",22,"jul",209,3,-1,0,"unknown","no"
"11629",39,"blue-collar","married","primary","no",1473,"yes","no","unknown",19,"jun",112,4,-1,0,"unknown","no"
"38976",30,"blue-collar","single","secondary","no",5909,"yes","no","cellular",18,"may",420,2,-1,0,"unknown","yes"
"43495",35,"admin.","married","tertiary","no",690,"no","no","cellular",19,"apr",131,2,185,1,"failure","no"
"1431",25,"entrepreneur","married","tertiary","no",37,"yes","yes","unknown",8,"may",453,2,-1,0,"unknown","no"
"43032",32,"management","married","tertiary","no",905,"no","no","cellular",12,"feb",666,4,-1,0,"unknown","yes"
"33798",34,"technician","single","tertiary","no",144,"yes","yes","cellular",23,"apr",115,16,-1,0,"unknown","no"
"29472",43,"blue-collar","married","secondary","yes",128,"yes","no","cellular",3,"feb",71,1,-1,0,"unknown","no"
"44601",38,"blue-collar","single","primary","no",490,"yes","yes","unknown",25,"aug",17,1,-1,0,"unknown","no"
"31102",74,"retired","married","secondary","no",1714,"no","no","telephone",17,"feb",127,1,-1,0,"unknown","yes"
"18217",43,"admin.","married","secondary","no",378,"no","no","cellular",30,"jul",782,8,-1,0,"unknown","yes"
